BorrowerID,BorrowerName,MembershipType,OverdueFeesAmount
1327,Nancy Moffett,Weekly,20.48
1328,William Pushard,Annually,22.43
1329,Sharon Harrell,Monthly,23.55
1330,Evelyn Votaw,Annually,25.34
1331,Leroy Henry,Monthly,7.5
1332,Nancy Thompson,Semi-Annually,11.62
1333,Rene Barnes,Monthly,0.51
1334,Bette Swearingen,Annually,5.75
1335,Robert Johnson,Weekly,12.43
1336,Sara Painter,Annually,35.44
1337,Elaine Nyquist,Lifetime,24.31
1338,Tracey Wilkinson,Annually,30.83
1339,Paul Pfeffer,Lifetime,24.55
1340,Maureen Hayes,Monthly,23.51
1341,Salley Albert,Annually,13.61
1342,Jennifer Banks,Weekly,15.03
1343,Genevieve Tilman,Monthly,3.42
1344,Jamie Haynes,Monthly,15.46
1345,Herbert Stahlberg,Annually,14.28
1346,Leeanna Maha,Weekly,11.25
1347,Sarah York,Semi-Annually,22.93
1348,Laura Sardi,Monthly,16.28
1349,Sherri Robinson,Semi-Annually,11.23
1350,William Howard,Weekly,31.69
1351,Michael Dwyer,Lifetime,6.4
1352,Gloria Rutherford,Weekly,40.61
1353,Gene Tinsley,Semi-Annually,10.23
1354,Robert Donalson,Lifetime,1.07
1355,Dennis Jackson,Lifetime,8.18
1356,Gabriel Swalley,Semi-Annually,1.17
1357,Jacob Yeah,Lifetime,20.22
1358,Lavenia Farinas,Lifetime,2.03
1359,Laci Pybus,Monthly,19.09
1360,Bobbie Pickett,Semi-Annually,10.78
1361,John Perez,Semi-Annually,3.59
1362,Jonathan Nash,Monthly,13.83
1363,Lauren Dammann,Monthly,23.42
1364,Angela Perry,Annually,27.07
1365,Catherine Brown,Weekly,7.87
1366,Rochelle Mckee,Monthly,21.42
1367,James Pena,Lifetime,1.75
1368,Tomiko Sullivan,Semi-Annually,15.14
1369,Melanie Martin,Monthly,19.62
1370,Nelson Chang,Annually,30.57
1371,Lynn Wood,Lifetime,21.39
1372,Barbra Happel,Semi-Annually,25.26
1373,Jeremy Barnes,Monthly,7.41
1374,Gary Mullen,Annually,19.45
1375,Gary Krueger,Weekly,26.79
1376,Patrick Mason,Monthly,6.64
1377,Karen Selby,Lifetime,10.09
1378,Erik Mickle,Lifetime,7.0
1379,Amy Gurule,Annually,11.29
1380,Mary Pitts,Lifetime,44.54
1381,Nigel Sanchez,Weekly,4.49
1382,Toni Phaneuf,Weekly,5.71
1383,Richard Speer,Annually,7.33
1384,Timothy Johnson,Annually,0.95
1385,Ana Bauer,Lifetime,52.55
1386,Mary Somers,Semi-Annually,11.53
1387,John Strebe,Weekly,5.43
1388,John Bussard,Annually,14.56
1389,Antoine Stuart,Weekly,20.93
1390,Joseph Porter,Annually,13.54
1391,John Jones,Semi-Annually,45.51
1392,Christopher Bristol,Lifetime,1.57
1393,Linwood Alam,Annually,30.85
1394,Carol Campbell,Monthly,22.92
1395,Kathy Hacker,Lifetime,20.88
1396,Sophia Pounds,Lifetime,7.87
1397,Raymond Armijo,Monthly,20.51
1398,James Kinsey,Annually,16.38
1399,April Harvey,Weekly,2.65
1400,Brian King,Lifetime,31.06
1401,John English,Annually,17.94
1402,Michael Lim,Lifetime,20.37
1403,Joann Mcpeak,Annually,14.6
1404,Martha Simmering,Lifetime,8.81
1405,Darlene Riendeau,Weekly,3.24
1406,John Russ,Annually,31.4
1407,Kathleen Fletcher,Annually,41.18
1408,Kristi Didonna,Weekly,0.83
1409,Donna Paschal,Monthly,10.15
1410,Sean Hansen,Semi-Annually,7.1
1411,Tim Thomas,Monthly,20.82
1412,Christopher Jasso,Weekly,14.38
1413,Susan Bergstrom,Monthly,22.54
1414,Jessie Henry,Weekly,7.41
1415,Gloria Jonas,Annually,1.89
1416,Homer Scott,Semi-Annually,29.35
1417,Christopher Vinci,Weekly,7.34
1418,Clinton Leake,Weekly,13.15
1419,Beth Thomlinson,Monthly,19.35
1420,Mary Martinez,Weekly,1.19
1421,Desiree Boozer,Lifetime,8.45
1422,Monique Ford,Weekly,3.66
1423,Jonathan Paton,Monthly,30.47
1424,Donald Henry,Lifetime,3.14
1425,Sandra Cooper,Semi-Annually,7.11
1426,Philip Rivera,Annually,17.47
1427,Todd Coone,Lifetime,27.7
1428,Teresa Harris,Annually,34.0
1429,Anna Grambo,Semi-Annually,3.6
1430,Tina Burks,Semi-Annually,26.64
1431,Ruth Sullivan,Semi-Annually,0.79
1432,Bertha Whitesell,Annually,0.62
1433,Oscar Shick,Weekly,15.87
1434,Bradley Johnson,Semi-Annually,8.94
1435,Deborah Gorman,Annually,7.39
1436,Ahmed Bowen,Monthly,2.8
1437,Raymond Westfall,Semi-Annually,40.02
1438,Margie Quintero,Monthly,16.73
1439,Edward Burton,Lifetime,44.92
1440,Frank Caldwell,Semi-Annually,8.75
1441,Tara Gates,Lifetime,23.57
1442,Charles Yates,Monthly,9.07
1443,Michelle Meeker,Semi-Annually,15.57
1444,Geraldine Tremblay,Semi-Annually,3.81
1445,Marjorie Peel,Annually,22.38
1446,James Guedry,Annually,33.15
1447,Susan Lozano,Annually,0.1
1448,Richard Dietz,Semi-Annually,11.46
1449,Josef Singleton,Lifetime,6.45
1450,Donna Sadler,Weekly,26.22
1451,John Hartford,Weekly,11.97
1452,Thomas Hayter,Weekly,6.6
1453,Eleanor Church,Monthly,30.16
1454,Kellie Brown,Monthly,1.23
1455,Christopher Giannavola,Annually,18.89
1456,Tabitha Shore,Annually,19.86
1457,Joel Anderson,Annually,12.27
1458,Robert Poole,Weekly,6.56
1459,Erin Lathan,Monthly,18.61
1460,Joel Aline,Monthly,2.98
1461,Alex Spangler,Monthly,20.38
1462,Patrice Johnson,Monthly,2.09
1463,Joe Bond,Semi-Annually,10.52
1464,Sidney Hollander,Annually,51.27
1465,Kathryn Bowman,Lifetime,17.29
1466,Stephen Seit,Annually,14.73
1467,Daren Tilley,Monthly,1.69
1468,Misty Mccool,Lifetime,3.03
1469,Daniel Spease,Semi-Annually,28.0
1470,Gladys Regalado,Monthly,7.03
1471,Margret Saxton,Monthly,1.34
1472,Johnna Lane,Lifetime,16.97
1473,Melinda Cooper,Semi-Annually,4.84
1474,Carmen Yates,Weekly,22.59
1475,Susan Padgett,Annually,4.09
1476,Virginia Cortez,Monthly,17.46
1477,Richard Wylie,Monthly,4.22
1478,Wendy Cha,Annually,9.04
1479,Thelma Griggs,Weekly,24.77
1480,Sharonda Hurst,Monthly,11.25
1481,James Catron,Semi-Annually,28.85
1482,Stephanie Terry,Monthly,4.62
1483,Kathleen Bordner,Semi-Annually,13.21
1484,Deborah Loney,Annually,16.11
1485,Lena Turman,Semi-Annually,22.01
1486,Lesley Thomas,Semi-Annually,8.57
1487,Lydia Marsh,Semi-Annually,15.59
1488,Randy Vanderpool,Semi-Annually,17.16
1489,Troy Mead,Weekly,31.05
1490,Linda Faison,Semi-Annually,45.76
1491,Frank King,Semi-Annually,6.75
1492,Heather Allen,Annually,1.57
1493,Vanessa Brooks,Annually,4.79
1494,Walter Solis,Semi-Annually,6.21
1495,Paul Williams,Weekly,6.08
1496,Patricia Prehn,Annually,12.11
1497,Sara Nelson,Annually,14.51
1498,Robert Kolb,Weekly,14.53
1499,Robin Christiansen,Lifetime,12.28
1500,Jessica Goshay,Annually,22.48
